anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
1160,Gundress,UNKNOWN,ガンドレス,5.4,"Action, Sci-Fi","In 2100, the newly built Bayside City serves as Japan's premier international port. The Angel Arms Company is established by a former policewoman named Takako, to help wage war on terrorism with armed security suits. When the mayor is assassinated, the women of Angel Arms end up protecting the evil crime-lord Hassan, in hopes that his information will help bring down a global terror ring. Takako's back is to the wall as a band of criminals plot to kill Hassan, and the organization's leader is revealed to be the former lover of Angel Arms' own Alisa.

(Source: ANN)",Movie,1.0,"Mar 20, 1999",UNKNOWN,Finished Airing,"Nikkatsu, Sanctuary",Media Blasters,Studio Junio,Unknown,1 hr 25 min,R+ - Mild Nudity,11076.0,8627,1,1518.0,4047,https://cdn.myanimelist.net/images/anime/1938/112269.jpg
1161,Maze☆Bakunetsu Jikuu (TV),Maze: The Mega-Burst Space,MAZE☆爆熱時空,6.6,"Adventure, Comedy, Fantasy","Maze wakes up in her house, everything is a wreck and she has amnesia. Before she can gather what has happened the girl Mill storms into her house thanking her for having saved her life. She tells Maze that her house suddenly fell down from the sky and crushed Mills pursuers under it. However before long they are both on the run from further pursuers who want their hands on princess Mill. They are only saved when Maze discovers that she has phantom light magical powers and can summon Mills family heirloom mecha. However her performance with the mecha is weak; that is until the sun goes down and she is turned in to a lecherous man. Soon other travellers join them as Maze tries to protect Mill and figure out what she is doing in this fantasy world. 

(Source: ANN)",TV,25.0,"Apr 3, 1997 to Sep 25, 1997",spring 1997,Finished Airing,Kadokawa Shoten,Central Park Media,J.C.Staff,Manga,24 min per ep,PG-13 - Teens 13 or older,5836.0,7109,12,2039.0,6687,https://cdn.myanimelist.net/images/anime/4/20383.jpg
1162,Maze☆Bakunetsu Jikuu,Maze: The Mega-Burst Space OVA,MAZE☆爆熱時空,5.99,"Adventure, Comedy, Fantasy","Maze has gained incredible powers traveling through time and space, but she has also acquired one rather large problem: every night she turns into a really horny man. Unfortunately, Maze must rescue an equally lascivious princess from a mysterious warrior cult. Still, the male version of Maze would rather be chasing tail than rescuing willing princesses. 

(Source: ANN)",OVA,2.0,"Jul 24, 1996 to Sep 21, 1996",UNKNOWN,Finished Airing,Kadokawa Shoten,Central Park Media,J.C.Staff,Manga,30 min per ep,R+ - Mild Nudity,8897.0,9044,3,1268.0,3468,https://cdn.myanimelist.net/images/anime/4/6944.jpg
1163,Neo Ranga,UNKNOWN,南海奇皇ネオランガ,6.59,"Adventure, Horror","An ancient God called Ranga awakens on an isolated island in the South Pacific where it has been slumbering forgotten by mankind. Three sisters living in Tokyo—Minami, Ushio, and Yuuhi Shimabara—discover they have inherited this Island Kingdom, along with the huge God. When Ranga shows up in Tokyo, it soon becomes a source of wonder and conflict for the three sisters that control Ranga, the people who want to destroy it, and ones who want to use it. 

(Source: ANN)",TV,48.0,"Apr 6, 1998 to Sep 28, 1999",spring 1998,Finished Airing,"Pony Canyon, Marubeni",ADV Films,Pierrot,Original,15 min per ep,PG-13 - Teens 13 or older,5891.0,5252,26,3044.0,14047,https://cdn.myanimelist.net/images/anime/1914/127616.jpg
1164,Mahou Senshi Louie,Rune Soldier,魔法戦士リウイ,7.16,"Adventure, Comedy, Fantasy","Louie, a brawny student at the mage's guild, is reluctantly accepted by three girls (Merrill-thief, Genie-fighter, and Melissa-priestess) as a companion for their adventuring party. As the foursome explore ruins, battle dark creatures, and make new friends, they also uncover a sinister plot within the kingdom.

(Source: ANN)",TV,24.0,"Apr 3, 2001 to Sep 18, 2001",spring 2001,Finished Airing,UNKNOWN,ADV Films,J.C.Staff,Light novel,23 min per ep,PG-13 - Teens 13 or older,3249.0,4423,81,8979.0,21470,https://cdn.myanimelist.net/images/anime/9/14045.jpg
1165,Sakura Taisen: Ouka Kenran,Sakura Wars,サクラ大戦 桜華絢爛,6.64,"Action, Adventure, Sci-Fi","The year is around the 1920's and the darkness of the demons have arrived. Now, only the people with large amounts of spirit energy can save the Earth. The Flower Division is now going to be sent out destroy the demons for they're our only hope for survival with their new steam-powered machines and unique fighting techniques. 

(Source: ANN)",OVA,4.0,"Dec 18, 1997 to Jul 24, 1998",UNKNOWN,Finished Airing,"d-rights, Sega",ADV Films,Radix,Game,28 min per ep,PG-13 - Teens 13 or older,5628.0,7467,4,2273.0,5911,https://cdn.myanimelist.net/images/anime/7/15969.jpg
1166,Sakura Taisen: Gouka Kenran,Sakura Wars 2: Return of the Spirit Warriors,サクラ大戦 轟華絢爛,6.93,"Adventure, Sci-Fi, Slice of Life","The end of the demon wars has ended and now the Flower Division has been able to rest up after their fighting. The second Sakura Wars developes studies on every Flower Division Combatee in every episode while they go on their miscellanious adventures around Japan.

(Source: ANN)",OVA,6.0,"Dec 18, 1999 to Dec 21, 2000",UNKNOWN,Finished Airing,"Bandai Visual, animate Film, d-rights, Sega, animate, Imagine",ADV Films,Radix,Game,30 min per ep,PG-13 - Teens 13 or older,4284.0,8202,9,1711.0,4715,https://cdn.myanimelist.net/images/anime/9/25433.jpg
1167,Samurai Gun,UNKNOWN,サムライガン,5.93,Action,"It is the beginning of the industrial revolution, and feudal Japan is in turmoil. The ruling Shogun are wielding their abusive powers to instill fear and dominance over their oppressed subjects. Beatings, imprisonment, rape and even murder are the adopted tactics chosen to maintain their reign. The bloodshed must end. A group of Samurai have banded together, and, with the development of new weapons and new technology, they have both the will and the hardware to stand up and fight. Ichimatsu is one of these fighters. By day, he works incognito at a local tavern, in the evenings he frequents the brothels, and by the dark of night, he doles out some big-time, gun-barrel justice. He is here to help. He is Samurai Gun. 

(Source: ANN)",TV,12.0,"Oct 4, 2004 to Dec 14, 2004",fall 2004,Finished Airing,"Avex Entertainment, TV Asahi",ADV Films,Studio Egg,Manga,24 min per ep,R - 17+ (violence & profanity),9169.0,6268,9,2831.0,9192,https://cdn.myanimelist.net/images/anime/11/3796.jpg
1168,Musekinin Kanchou Tylor OVA,Irresponsible Captain Tylor OVA,無責任艦長タイラー OVA,7.2,"Adventure, Comedy, Drama, Sci-Fi","Six long months have passed. The Raalgon Empire has developed a horrible new type of weapon, and Tylor has been charged with the duty of intercepting it as it is being transported. But when all that could go wrong does go wrong, the crew members of the Soyokaze find themselves at the mercy of their enemies. As the hours tick down toward their execution, the crew wonders: has their irresponsible captain misled them? Or is this all a part of some greater strategy?

(Source: RightStuf)",OVA,10.0,"Oct 1, 1994 to Aug 1, 1996",UNKNOWN,Finished Airing,d-rights,Nozomi Entertainment,"Studio Deen, Daume",Light novel,37 min per ep,PG-13 - Teens 13 or older,3035.0,6232,10,3991.0,9284,https://cdn.myanimelist.net/images/anime/5/30471.jpg
1169,Green Legend Ran,UNKNOWN,グリーンレジェンド乱,6.56,"Adventure, Drama, Sci-Fi","A story of future Earth - A warning for mankind: In the future, our planet will be transformed into a strange new world where human life struggles on an Earth without rain or oceans - only vast, parched deserts.

Two youths fight for survival on our hostile planet and find hope. The sea, the sky and the land had been completely polluted by mankind when mysterious objects fall from the heavens. These titanic vessels smash into the planet and suck up the air, water, and most living creatures into their womb, stealing away the very essence of Earth`s nature.

The few remaining inhabitants struggle for survival against a hostile environment and an oppressive ruling race known as the Rodo. One young, hot-blooded human named Ran, fights against the Rodo and a world in which rain is only a legend. He strives to join an Anti-Rodo group known as the Hazzard, not only to defeat the Rodo, but also to hunt down the man who killed his mother.

(Source: AniDB)",OVA,3.0,"Nov 25, 1992 to Mar 25, 1993",UNKNOWN,Finished Airing,Pioneer LDC,"Sentai Filmworks, Geneon Entertainment USA",AIC,Original,47 min per ep,R+ - Mild Nudity,6031.0,7326,11,2111.0,6221,https://cdn.myanimelist.net/images/anime/1882/96360.jpg
1170,Slayers Specials,Slayers: The Book of Spells,スレイヤーズすぺしゃる,7.34,"Adventure, Comedy, Fantasy","In these three self-contained half-hour stories, Lina Inverse and her partner, Naga The Serpent, take on a variety of jobs for quick cash, food, and/or their own skins. The first episode, ""The Scary Chimera Plan,"" pits them against a lunatic magician who intends to use Lina to create a fearsome, spell-slinging monster. Then, in ""Jeffry's Knighthood,"" they're hired by an overprotective mother to see that her son - a young man barely capable of holding a sword - becomes a respected knight, by ""helping"" him fight off the marauding soldiers terrorizing the area. Finally, ""Mirror, Mirror"" puts the two in a race to hunt down and capture (for bounty, of course) a rogue sorceror who's found an ancient artifact that can create loyal duplicates of anything or anyone, including his enemies. 

(Source: ANN)",OVA,3.0,"Jul 25, 1996 to May 25, 1997",UNKNOWN,Finished Airing,"Kadokawa Shoten, Marubeni",ADV Films,J.C.Staff,Light novel,29 min per ep,PG-13 - Teens 13 or older,2351.0,4659,21,9641.0,19194,https://cdn.myanimelist.net/images/anime/1372/92532.jpg
1171,Slayers Excellent,Slayers Excellent,スレイヤーズえくせれんと,7.3,"Adventure, Comedy, Fantasy","In these earlier adventures of Lina Inverse and Naga the Serpent, learn how the two rivals first met. In their first adventure, the two rivals meet and run into a vampire during a rescue mission. Next, Lina is hired to be the bodyguard of a rich man's daughter, Sirene. Lina is at first very enthusiastic about it at first, as she is being paid very well, but Sirene keeps spending all of Lina's first half of pay. (She gets the other half later) She puts together a fake kidnapping to teach Sirene a lesson, but when she really gets kidnapped, she must team up with Naga to save her. In the final episode, Lina and Naga find themselves on seperate sides in a fashion war. 

(Source: ANN)",OVA,3.0,"Oct 25, 1998 to Mar 25, 1999",UNKNOWN,Finished Airing,Bandai Visual,ADV Films,J.C.Staff,Light novel,29 min per ep,PG-13 - Teens 13 or older,2514.0,4572,15,9816.0,20009,https://cdn.myanimelist.net/images/anime/8/34993.jpg
1172,Slayers Try,UNKNOWN,スレイヤーズ TRY,7.81,"Adventure, Comedy, Fantasy","For nearly a millennium, demons have imposed a magical barrier that has impeded the people trapped within it from reaching the outside world. Now that it is broken, several kingdoms seek to explore the lands that were once beyond their grasp. To this end, they establish a peace delegation to make contact with the inhabitants of the new world.

Meanwhile, the young sorceress Lina Inverse receives a message from a mysterious woman named Filia ul Copt. When they meet, Filia expresses interest in hiring Lina and her friends, having heard of their great deeds, for a certain task that will take them to the outside realm. Despite that, Filia feels the need to put their strength to the test and pits them against a dragon in the middle of the city! After proving themselves, the sorceress and her fellow adventurers set off for the unexplored lands, where many adventures and a worrying prophecy await them.",TV,26.0,"Apr 4, 1997 to Sep 26, 1997",spring 1997,Finished Airing,SoftX,"Funimation, Central Park Media",E&G Films,Light novel,23 min per ep,PG-13 - Teens 13 or older,894.0,2804,221,29128.0,53576,https://cdn.myanimelist.net/images/anime/10/50875.jpg
1174,Munto,Munto,MUNTO [ムント],6.77,"Fantasy, Romance","Above Earth, invisible to humans, float the Heavens—a collection of floating island kingdoms supported by the magic of their godlike inhabitants. The mysterious power source known as Akuto enables this magic to exist, but this is quickly running out. In response to this energy crisis, most of the kingdoms in the Heavens agree to use the minimum amount of Akuto required to sustain themselves, except for the Magical Kingdom. The leader of this kingdom, the Magical King Munto, believes that Akuto can be replenished if he travels to Earth and meets a mysterious girl shown to him by a seer. While Munto sets off on the dangerous journey, the other kingdoms attempt to destroy the Magical Kingdom and acquire the remaining Akuto for themselves.

On Earth, Yumemi Hidaka is dealing with her own problems. She can see floating islands in the sky that nobody else can. While her best friend Ichiko Ono believes her, Yumemi wonders if she is going insane. When Munto suddenly appears before her, Yumemi dismisses him as a mere delusion. She is more concerned about her 13-year-old friend Suzume Imamura, who is attempting to elope with her delinquent boyfriend. As the Magical Kingdom nears the point where it will fall from the sky, Munto's quest to save both the Heavens and Earth grows increasingly desperate.",OVA,1.0,"Mar 18, 2003",UNKNOWN,Finished Airing,UNKNOWN,Central Park Media,Kyoto Animation,Original,54 min,PG-13 - Teens 13 or older,5004.0,4577,47,7541.0,19973,https://cdn.myanimelist.net/images/anime/1134/114560.jpg
